id_venda,data_venda,cliente_id,cliente_nome,cliente_email,cliente_cidade,cliente_estado,tipo_vinho,rotulo,uva,pais_origem,teor_alcoolico,preco,quantidade,status_venda
ca66f909-d13e-408c-9816-9b8d8b7104c7,2024-03-22,c899a0da-52a6-4b4b-8cb6-66f6d8aa0cce,Ana Clara Barbosa,sara12@example.com,Cardoso,RJ,Rosé,Rosé Provence,Blend,França,12.5,78.81,3,concluída
3b1baddd-a858-4bce-80ec-2d99eba48a64,2025-08-02,5d64f4e8-62ad-4ad6-a41b-ef890a4c8d47,Pedro Casa Grande,vianaemanuelly@example.org,Leão,SE,Rosé,Rosé Provence,Blend,França,12.5,64.94,1,pendente
af40d52f-b40e-4831-a308-94afa4a7ad64,2025-04-29,c8d72461-0ee5-4813-84f0-fd22404bed07,Dr. Ravi Aragão,antonysales@example.net,Andrade do Campo,AC,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,294.62,10,concluída
eb4db1dd-279b-411a-81aa-cc3029bcf50d,2023-12-01,58afa75c-1269-4ae6-b802-33bbd20670fe,Emanuelly Fernandes,brunada-paz@example.net,Marques de Minas,PI,Espumante,Cava Brut,Macabeo,Espanha,11.5,67.39,4,concluída
ccb8f746-c8cf-48dc-8a38-21920b71fd45,2023-08-14,6881db9e-d68d-4378-83c8-49b4a2781520,Laís Carvalho,montenegrorael@example.com,Macedo,GO,Tinto,Syrah Signature,Syrah,Austrália,13.8,120.93,10,pendente
4052c5ef-5148-43d5-977d-0e44e6f01731,2025-01-15,a16b6b41-53f1-4d3f-bc63-3ba17b34a41f,Agatha Barbosa,pachecocecilia@example.com,Sales das Flores,RN,Espumante,Cava Brut,Macabeo,Espanha,11.5,255.27,10,cancelada
d237d6f7-f387-4f5f-b76e-e2b142ba877a,2024-03-28,9f6b8262-cb92-46b1-9a62-52eb3e3ef5e0,Mirella Moreira,maria-liz74@example.com,Gomes Grande,GO,Espumante,Cava Brut,Macabeo,Espanha,11.5,97.52,10,concluída
348a04c6-1f50-460f-a385-83bb3f38e298,2024-04-25,e48dbb90-62dd-469e-bb93-8647d63f3d15,Laís Duarte,emanuellyrodrigues@example.org,Moreira do Campo,CE,Espumante,Champagne Brut,Blend,França,12.0,194.21,5,cancelada
23befcf5-4ad4-457e-b259-ecff8b233f21,2023-09-07,c1ac3985-c9bf-4e81-ad6c-4765cf8f15aa,Clara Fogaça,anna-lizsantos@example.org,Nogueira de Goiás,TO,Espumante,Cava Brut,Macabeo,Espanha,11.5,197.89,1,cancelada
e5f4279b-80cc-4472-9835-97aed3bc806f,2024-04-12,bc48f367-c0d0-4147-9c30-f979e9982f29,Guilherme Macedo,siqueirajulia@example.org,da Rosa,CE,Espumante,Cava Brut,Macabeo,Espanha,11.5,57.15,11,pendente
1cfedd13-cf73-4b1e-9952-a4e34b5ddb25,2023-12-30,a6899d10-bb86-4e3f-a128-4204973fcc62,Sabrina da Costa,laracampos@example.org,da Cunha da Mata,RR,Tinto,Syrah Signature,Syrah,Austrália,13.8,44.79,9,pendente
8c484ece-6bca-4fbf-abbb-b7e21a665603,2025-01-03,d68068fa-762a-4346-bd5b-f0eeedb21f68,Srta. Fernanda Pinto,marianecamara@example.net,Macedo de Minas,MA,Rosé,Rosé Summer,Grenache,Espanha,12.0,37.68,8,concluída
fc4e2df4-2866-4c6e-bb29-46766b67d049,2025-03-09,a150ab93-2318-4740-8e82-c5279dfa8175,João Miguel Araújo,sagabriel@example.com,Andrade do Sul,TO,Espumante,Champagne Brut,Blend,França,12.0,68.7,3,pendente
d6db709d-3862-4d42-865f-5e8446e46e8b,2025-09-17,9cf9a031-348d-4d90-a232-bfcc7ff2586c,Sophia Sampaio,da-luzerick@example.org,Andrade,MG,Branco,Riesling Classic,Riesling,Alemanha,11.5,89.43,5,cancelada
64b78251-98b2-4aa9-a52f-4a173792d0c3,2025-01-24,2b6e1c65-cdfa-4d72-890e-398a88a9a7d8,Gael Farias,macedoenzo-gabriel@example.com,Costela de Marques,ES,Branco,Riesling Classic,Riesling,Alemanha,11.5,74.32,7,concluída
b09b7d64-1a9b-40e3-8901-7b1d348c88ed,2023-06-01,1196c41c-e903-4d61-af89-873245525647,Thomas Câmara,maria-isispereira@example.org,Gomes,TO,Tinto,Syrah Signature,Syrah,Austrália,13.8,74.87,2,cancelada
7d79d3b9-7b9f-4449-8de4-a6a9fd336665,2025-10-01,6053bf12-2000-4c70-8963-375f54bde0ff,Theo da Cruz,rodrigueslaura@example.net,Brito,RO,Tinto,Merlot Reserva,Merlot,França,13.0,44.83,1,cancelada
7ed66c5a-219c-43e6-bfa9-bc20c739e911,2023-10-27,df884517-12c6-448d-9cce-bb6495964a5c,Valentim Alves,livia46@example.com,Pereira das Pedras,RS,Rosé,Rosé Provence,Blend,França,12.5,37.63,5,cancelada
13ac07eb-a709-4845-8510-5e8eb0da8a6f,2023-02-08,e2d7fa39-1258-4954-b26f-7ad6fecd9850,Valentina Fogaça,xviana@example.org,Albuquerque,AL,Espumante,Cava Brut,Macabeo,Espanha,11.5,112.81,2,pendente
2cf82ccc-e0b5-47b8-a9f4-e338ebe0eb3c,2023-06-01,991ff75a-6d8a-4911-b9c1-c92f4c300069,Eduarda Cunha,monteiroana-laura@example.org,Porto Paulista,RS,Branco,Riesling Classic,Riesling,Alemanha,11.5,82.12,11,concluída
5b547631-58cf-40bc-b2a7-69ee161fd72d,2024-05-08,2bb33116-b7e4-4949-b2e6-fbdef2d3d117,Dr. Lorenzo Pastor,kaiquemendes@example.com,Gomes da Prata,CE,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,114.82,4,concluída
6e8d51da-a8fd-42c1-9ef3-a9725a6af134,2024-12-08,1eb56f4b-1dc0-41e5-b886-354622aa765f,Carlos Eduardo Sales,ada-mata@example.com,Gomes,TO,Tinto,Syrah Signature,Syrah,Austrália,13.8,121.08,9,cancelada
82acabd8-d57c-4f0e-bb1b-97897078b29f,2025-09-07,156c4455-7376-47fd-a65c-ef1566026c3e,José Miguel Costela,luiz-fernando03@example.net,Mendonça da Praia,DF,Branco,Riesling Classic,Riesling,Alemanha,11.5,114.67,7,concluída
be6be282-1228-4e7e-af77-ee8255b31107,2025-01-26,6d4e741c-9064-465a-87de-ed0ee58b3e33,Isadora Souza,mcardoso@example.org,Almeida,PB,Tinto,Syrah Signature,Syrah,Austrália,13.8,64.94,3,pendente
c6709d8f-24c9-4e44-9f94-e922df00b174,2024-01-13,42bad774-6ac8-48d6-ab7e-61a9a95351d3,Joaquim Pereira,freitasalana@example.net,Dias Alegre,AC,Espumante,Champagne Brut,Blend,França,12.0,255.93,11,pendente
72e1ce5c-9cdf-4124-9e4f-fc8112602d42,2024-11-01,d9a179e7-f320-418e-b3dd-35dae39df610,Raul Teixeira,pcaldeira@example.net,Sampaio,RR,Tinto,Malbec Premium,Malbec,Argentina,14.2,71.33,6,concluída
cb458942-586a-457c-9fbd-2085c70c7243,2024-05-08,91412889-4d2b-4046-a063-81260a62ef4b,José Barros,rioskamilly@example.org,Cardoso,SC,Branco,Riesling Classic,Riesling,Alemanha,11.5,62.97,5,concluída
91bed151-5611-403b-81f9-76e171935a97,2025-09-03,6bd50ea4-8be0-4d19-ad00-8f645cc6cbac,Levi Borges,fernandafonseca@example.org,Cirino do Amparo,BA,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,66.33,8,cancelada
b9127746-e150-4fdb-a1c6-bc04f3c862e4,2023-10-08,367df860-1bd9-4357-8070-75eeadf9b634,Bento Sales,portojoao@example.net,da Cruz,MT,Tinto,Syrah Signature,Syrah,Austrália,13.8,135.6,8,cancelada
98f98416-5722-4116-8a95-a08d5c9b2d61,2023-11-11,255e6400-ba48-4bcf-8e27-41fb5d6a7423,Kevin da Conceição,nogueiramaria@example.com,Moura,RS,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,58.19,12,cancelada
0985a3b4-bf06-49c9-8e3b-c7c5c99bb124,2024-01-28,ec55de79-b8b9-4a19-9d5a-3e7362e6f311,Mathias Caldeira,brayandias@example.com,Oliveira,SP,Espumante,Champagne Brut,Blend,França,12.0,93.52,11,concluída
7e9b89f6-f615-4e8c-b543-a5cf50a2cac7,2025-08-21,2931ccf1-73af-4bdd-8108-ca72f8a60c31,Luiz Fernando Pimenta,eandrade@example.net,Nascimento,MG,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,72.25,5,pendente
b3286127-bf00-4039-b1c8-3111079d5cc2,2025-02-03,4d149a63-7673-4190-b301-99f6ad7d87b4,Anthony Nogueira,uvasconcelos@example.org,Cardoso,SE,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,109.12,2,cancelada
22620017-5081-474d-9101-731e735627f3,2023-10-11,4231a33c-7e34-46ce-a8b8-f46b1a8c5d49,Sofia Almeida,antonioalmeida@example.org,Farias do Amparo,SC,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,62.06,5,concluída
737dc23f-9551-4b79-ab76-03a8d1ac2271,2023-01-03,0dfc1b40-da40-4003-91df-872af456100e,Vicente Cavalcante,bryan94@example.net,Carvalho,SC,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,83.11,8,concluída
698ad685-2280-4c94-9590-8e72985af126,2024-03-14,cb697418-17ff-47ad-93d7-55ba0378cd06,Dr. João Felipe da Cruz,cavalcantisofia@example.org,Carvalho,PA,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,110.48,11,pendente
bff8c88e-1826-4c5b-9082-633b0a22c6dc,2023-06-28,f7616f1c-71b8-408d-a026-436d5ddadcb0,Pedro Henrique Sampaio,rezendeclarice@example.org,Cirino,AM,Tinto,Cabernet Sauvignon,Cabernet Sauvignon,Chile,13.5,48.83,6,concluída
120e6b76-acaa-4d3f-9123-5caeae3af9c8,2024-06-14,c8a9fa76-78f2-4db2-ba62-244935c3c0d3,Luigi Carvalho,nicolascosta@example.org,Monteiro das Flores,SC,Espumante,Cava Brut,Macabeo,Espanha,11.5,240.47,1,concluída
3f7587a5-cbcb-43cc-967d-04ffba129180,2023-02-19,760e8d6e-70a0-4773-8bf7-b52d4bca027c,Manuella Casa Grande,luisa77@example.net,Montenegro,GO,Espumante,Cava Brut,Macabeo,Espanha,11.5,64.77,5,cancelada
74920c95-e42e-4c1c-83b2-a2aa8bd244a1,2023-08-22,10c8b573-c0ab-4289-a8b9-fe039d321a81,Benício Fonseca,iandrade@example.com,Souza do Norte,RJ,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,169.36,12,concluída
70956943-6696-4133-870d-72390e9270de,2024-07-26,5dc5c1b0-f740-4c09-bb97-0b37a6f166f0,Sra. Mariane Novais,yrodrigues@example.com,Montenegro,BA,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,45.39,2,cancelada
1f417af6-c9c1-4916-846f-7187e90c6b6f,2024-12-15,52b525de-6e15-4293-a528-1cbbf595bf81,Gael Mendonça,catarina59@example.org,Ramos,RR,Espumante,Cava Brut,Macabeo,Espanha,11.5,82.51,9,pendente
90657487-ce10-4954-a794-8a14255906ae,2023-11-21,e7160407-87f7-4ab0-b33c-0a01f677c417,Anthony Gabriel Castro,camaragael@example.net,Rocha do Galho,CE,Tinto,Syrah Signature,Syrah,Austrália,13.8,57.34,4,concluída
236196bb-0eae-4aee-9efe-1b7cae40e817,2025-06-29,585af324-4b2f-4fde-80b3-efc2eb768118,Josué Santos,anna-liz96@example.net,da Rosa,CE,Rosé,Rosé Provence,Blend,França,12.5,100.71,2,concluída
6f5da516-6c7a-4947-a3f4-a308e10135fb,2024-11-29,752553c5-0d36-4e3e-8071-30d85b0bdb30,Maria Laura Camargo,brayan44@example.org,Nunes Verde,MS,Tinto,Merlot Reserva,Merlot,França,13.0,130.02,2,cancelada
b238dc34-b948-4f20-bed0-4de1988f2b7c,2025-10-07,5c3b8c94-baf6-4f00-8bab-31976ca0f1f9,Heloisa Rodrigues,samuelaraujo@example.org,Novaes,ES,Tinto,Cabernet Sauvignon,Cabernet Sauvignon,Chile,13.5,83.36,12,cancelada
0661340c-0883-4165-92b7-27dd528d39a1,2023-09-17,7490f211-ddb5-4b77-ba2c-9e6ab3be02b5,Ian da Luz,danilo20@example.com,Fernandes,AL,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,198.95,12,concluída
235205d3-143c-4fff-a438-190bc04cc5a8,2025-02-27,70d18afd-ac03-461f-b8fd-c801d02cc4e5,Miguel da Costa,zazevedo@example.com,Fernandes,PE,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,69.08,7,pendente
e11b1584-4ee4-4016-8d43-8a67e8086db1,2024-01-27,0e3d31a7-b538-4217-ba44-96d41cfa8701,Ana Clara Mendes,ccavalcante@example.org,Pimenta,RS,Branco,Riesling Classic,Riesling,Alemanha,11.5,57.94,1,concluída
a38c6c0c-9e3b-4b55-a1fd-96f1c66c2293,2025-05-31,b2cff038-6427-4499-8bd9-c8154d7650d9,Alexandre da Rocha,saaylla@example.net,da Conceição,RJ,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,95.48,3,concluída
8f3a60fc-89ea-4264-bc31-897ef4826d35,2023-11-08,6516b9ab-ac8f-45c6-aacb-b6bc919f3477,Cauã Ramos,cavalcantehelena@example.net,Fernandes da Mata,RN,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,104.66,6,concluída
28d9777f-5488-4b27-a3c7-24161a82e86d,2024-06-18,2682b471-1981-4ff7-aa5b-853ccc024bc4,Olivia Almeida,marcos-vinicius86@example.net,da Costa de Teixeira,SE,Tinto,Syrah Signature,Syrah,Austrália,13.8,66.26,3,cancelada
c1d07570-926e-43c4-918c-b6ebe6bb2ee0,2023-10-25,78a60450-068a-49d9-b65f-fa9f4b6ccf0f,Letícia das Neves,milenamoura@example.net,Dias da Praia,BA,Rosé,Rosé Provence,Blend,França,12.5,37.91,11,pendente
2fa31b6e-1890-4d16-9f24-50f462b7e852,2025-03-07,0c4494e8-9eec-4047-bea8-540805bff248,Dr. José Costa,juliaaraujo@example.net,Porto de Goiás,RN,Rosé,Rosé Provence,Blend,França,12.5,74.24,8,concluída
14c1f37c-f5a6-4d57-97a0-95a9b4d539e9,2023-01-04,f6446d10-9a14-474f-b70b-834a1f851f9b,Liz Porto,fernandeslarissa@example.net,Garcia,AP,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,35.5,8,pendente
4236e585-852f-45d2-b412-4ef47677b16c,2023-04-08,2f70a0c0-b511-4be5-90e7-3930501eecb0,Nina Silveira,goncalveslivia@example.com,da Conceição de Rodrigues,PE,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,194.46,4,pendente
a5d029bd-a83f-4186-b4fc-aa370bd289c4,2024-03-10,ea2bbdb7-9fd5-4aaf-906a-2e1519cd9612,Enzo Gabriel Costela,oferreira@example.org,Ferreira,RR,Tinto,Malbec Premium,Malbec,Argentina,14.2,63.9,2,pendente
070446da-c19d-4a21-9bf9-3a3af1e7770e,2024-11-03,af523d25-db64-4c7a-b656-5cfde7fd289b,Maysa Sales,ccosta@example.org,Costela de Goiás,SP,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,267.02,10,concluída
14681962-ca51-4f9c-9d1d-54ac3ce90271,2025-08-23,2be22233-4997-4bac-a3bd-ab0bce953692,Eloá Marques,anna-liz68@example.org,Teixeira,PE,Tinto,Merlot Reserva,Merlot,França,13.0,139.53,6,pendente
23be374a-023c-49d3-bbb3-22dbf80e5927,2024-04-12,d9b48c4d-e57b-4e0c-85d8-91c111bc2e4d,Ana Carolina Azevedo,ncamara@example.com,da Mata,GO,Tinto,Malbec Premium,Malbec,Argentina,14.2,104.88,8,pendente
dfc0e1da-cd49-41aa-9211-74357846cd78,2023-10-23,16e97009-b1ae-4d98-9a4a-150a0d71140a,Juliana Pimenta,gael13@example.org,Mendes da Praia,AC,Rosé,Rosé Provence,Blend,França,12.5,97.29,11,concluída
40664429-31d4-43ff-8966-4281578f2025,2024-09-27,572a6136-34c0-46d9-b979-e07508dece2a,Ana Sophia Almeida,mirellarios@example.org,Duarte,PI,Tinto,Merlot Reserva,Merlot,França,13.0,45.99,8,pendente
051eef99-4247-4350-994d-c49c7ad3a580,2025-05-05,514078e9-7515-43b4-be02-7844187859de,Davi Miguel Moraes,albuquerqueigor@example.net,Oliveira,SE,Tinto,Malbec Premium,Malbec,Argentina,14.2,94.8,5,concluída
82ee6d36-2121-4b19-8f13-25311adc7d43,2023-10-17,67acce69-dad1-408a-bf7c-0ffddd70a0fc,Eduardo Lopes,nunesluana@example.com,Pires do Norte,RJ,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,67.33,4,cancelada
9566ef28-c631-43ea-afa2-6c6eed6bef90,2023-06-20,f962c812-0b71-4995-841d-9b7ef6d9e47e,Dr. Luiz Gustavo da Luz,enrico11@example.org,Marques de Fonseca,BA,Branco,Riesling Classic,Riesling,Alemanha,11.5,72.84,8,pendente
69fda3e6-b48a-4d3d-b2b1-26df5d42fb9c,2023-01-13,5cf559c8-7399-43f1-b4fb-99f4cde6061d,Marina Cassiano,vsa@example.org,Novais,DF,Rosé,Rosé Summer,Grenache,Espanha,12.0,34.18,12,pendente
1838bf30-073b-46a2-9e70-779c233b1c12,2025-08-08,f539bdc3-fd21-4533-ae24-703d0d09d3bf,Elisa da Luz,wsiqueira@example.net,da Paz de Aparecida,SP,Espumante,Champagne Brut,Blend,França,12.0,117.11,3,concluída
b9d26769-01f8-45dc-ab6d-0e11ba89ffa1,2023-03-16,075d1dea-9dbf-4d1c-b06b-a031062084cd,Srta. Nicole Correia,ana-liz65@example.org,Barbosa do Campo,MA,Tinto,Cabernet Sauvignon,Cabernet Sauvignon,Chile,13.5,147.49,6,cancelada
52ca168c-fc2d-4706-afc5-3e87d208701f,2025-09-15,bfe09421-97da-4829-8b25-deab71a24b4a,Srta. Luara Fernandes,nascimentojose-miguel@example.net,Cirino de Novaes,RO,Tinto,Syrah Signature,Syrah,Austrália,13.8,141.18,6,concluída
0184ad74-4ba3-4407-b144-c718d938f79c,2024-11-23,b196d561-a0d2-4358-b4ea-92ea7bfffbe3,Srta. Isis da Cunha,viniciusda-cruz@example.net,Vieira,DF,Rosé,Rosé Summer,Grenache,Espanha,12.0,109.3,2,concluída
56ffbf17-ed72-40d9-ad9b-217359026864,2025-07-30,92265c84-d49f-443d-a5f2-03ddf46478e9,Sra. Ana Julia Aparecida,yanalves@example.org,Vieira Alegre,DF,Tinto,Cabernet Sauvignon,Cabernet Sauvignon,Chile,13.5,103.2,12,concluída
ffe7ef5d-8491-4fd0-b3fd-7556a2ae8c24,2023-09-02,57cb3498-a058-4879-9a96-77a92b7424db,Sr. José Miguel Souza,lunanogueira@example.com,Gomes,PA,Espumante,Cava Brut,Macabeo,Espanha,11.5,296.66,3,cancelada
074e3ca6-ce01-49fa-b497-f11e97c2cf10,2023-11-10,5471c398-ae6a-46f4-93c2-e2b4d99f3eeb,Thales Souza,zjesus@example.net,Abreu da Mata,SE,Espumante,Cava Brut,Macabeo,Espanha,11.5,88.85,9,pendente
4f3dafa9-86a1-44d9-a7fb-c643b37480a4,2025-10-18,f7fe5ef5-ce7f-49f2-99fa-6d05387f5d7f,Ísis Moreira,ana-ceciliateixeira@example.com,Jesus,RO,Tinto,Malbec Premium,Malbec,Argentina,14.2,80.56,1,concluída
6f18b993-8be2-4712-b2ea-cb22f9731baf,2023-03-18,1de0da32-8e7b-43df-9b49-a7a68e92ad26,Gael Caldeira,camposjoao-gabriel@example.net,Albuquerque,MT,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,128.8,1,cancelada
b495dcfc-2864-4fee-8945-2f84046067c7,2023-07-30,1b120954-b9a4-493e-bad6-eba80f976347,Ana Luiza da Rocha,fernando39@example.net,da Costa,PA,Tinto,Merlot Reserva,Merlot,França,13.0,77.19,11,pendente
aa060ae4-d1c2-45a9-a505-2afd5396a6c6,2024-08-20,b4ecc9ca-c18a-4d08-bf5f-4f90549c23ce,Arthur Monteiro,mathiasgomes@example.net,Araújo,SC,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,94.38,12,cancelada
002fe2e4-1185-4a7f-b66e-376e2618af77,2025-07-19,dd70657b-ba1f-4fae-94c4-675244f876bc,Thiago Rios,carolineleao@example.com,da Rosa das Pedras,PB,Rosé,Rosé Provence,Blend,França,12.5,107.28,7,pendente
25202848-c355-4101-be0f-4a2b13cb8437,2022-11-22,5101248e-ad35-4440-834c-d1b5d5637e40,Dr. André da Rocha,azevedosofia@example.org,da Cruz,PA,Espumante,Champagne Brut,Blend,França,12.0,278.73,4,pendente
b471063b-241e-4d89-96fd-33f5ab4c2eb4,2024-12-27,6190de81-3163-4739-b2fb-04363f65d44a,Heloisa Montenegro,maria-eduarda57@example.org,Aparecida,MS,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,253.72,4,concluída
1159e233-b4cc-4993-8ea7-7274c9b7e740,2023-12-07,c25b6132-1c49-466e-b623-9335a763b95c,José Pedro Fogaça,marcela70@example.com,Pacheco,SE,Rosé,Rosé Provence,Blend,França,12.5,42.98,2,pendente
33c16a81-8e04-4759-b507-45900a1901df,2024-05-17,21326514-51ad-40c4-9a6b-7661f4545d92,Oliver Rios,xalmeida@example.com,Rocha,TO,Espumante,Champagne Brut,Blend,França,12.0,102.55,4,cancelada
f59bbf26-3216-4498-bdf2-e28bc2f215f6,2025-03-04,aae030d7-1343-4173-bd62-f7eea49a6a39,Kevin Câmara,bentocamargo@example.net,Rezende Alegre,RR,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,293.02,9,pendente
