id_venda,data_venda,cliente_id,cliente_nome,cliente_email,cliente_cidade,cliente_estado,tipo_vinho,rotulo,uva,pais_origem,teor_alcoolico,preco,quantidade,status_venda
11b06d21-5868-4bad-926e-8705d61c7829,2022-11-24,aa975426-fca7-4f18-a851-9e21d9a433f4,Daniela Andrade,npereira@example.org,Ramos,AP,Espumante,Champagne Brut,Blend,França,12.0,218.59,2,concluída
a6f5b56d-652f-4895-ba34-23d66a997e34,2025-09-01,7e6e3c84-a7b6-4cd2-b781-596871672475,Stella Nunes,machadootavio@example.com,Costa,RN,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,117.9,7,pendente
e4994a6f-72ed-4fd6-bb05-60128f9534f4,2024-04-06,650a8ac1-155c-4f5c-b1a1-961f63cc649d,Sr. Levi da Mota,leandro91@example.com,Melo Paulista,AC,Espumante,Champagne Brut,Blend,França,12.0,55.17,10,cancelada
4778e57f-1c94-48a7-b2b5-f5b7ec89a14b,2024-11-12,88b5e53b-5e80-4d78-abbc-79c8ac875d3a,Sr. Vitor Cassiano,jalmeida@example.com,Moreira de Albuquerque,AP,Espumante,Champagne Brut,Blend,França,12.0,53.48,8,pendente
fd6fa31e-9588-4980-ad15-c58eaec5a1f5,2025-07-15,31b8c9d4-0720-4679-9023-7b4867d88541,Maria Luísa Jesus,mirellaviana@example.com,Novaes de Silva,SC,Rosé,Rosé Summer,Grenache,Espanha,12.0,70.34,8,pendente
b118fb7a-a1e3-4c5e-a519-3c62c2e4fa22,2023-11-24,3e58b828-4e2b-420f-83be-e5c16a207c9f,Erick Costa,davisa@example.net,Costela,RN,Espumante,Champagne Brut,Blend,França,12.0,289.88,3,cancelada
1f1def9f-33db-46e0-853a-21d608951284,2024-03-26,b3b8a102-e040-48c4-8666-94a3906664f3,Calebe Abreu,joao-vitor47@example.org,Oliveira Verde,GO,Rosé,Rosé Summer,Grenache,Espanha,12.0,78.14,5,concluída
efeace1c-cbfd-422b-b86b-31430c3cfa56,2024-02-10,89843750-cd18-47ad-8380-397674d3e944,Anthony Gabriel Vargas,da-cruzluara@example.net,Fonseca das Pedras,PA,Espumante,Champagne Brut,Blend,França,12.0,171.29,4,cancelada
31cfc836-2bb9-4f93-8f42-5c7d1d31aba2,2024-06-21,884572ff-a928-4b3f-967a-5c06f99a11e0,Kevin Marques,ana-sophia83@example.com,Duarte do Campo,RJ,Tinto,Cabernet Sauvignon,Cabernet Sauvignon,Chile,13.5,104.85,12,concluída
2e51ad60-4476-494d-b1f0-833fd5a432c2,2025-07-24,9fcb8e5a-aa0d-4a2a-b91c-195f22d47e9e,Pietro Martins,fernanda99@example.net,Costa,RS,Rosé,Rosé Summer,Grenache,Espanha,12.0,52.19,7,cancelada
0ef76bf8-b669-4ad6-9d1b-8db92ab4f343,2024-04-06,77330fd8-4de2-4f0d-aa4a-da56e7130f48,Julia Porto,souzaalana@example.net,Rios,GO,Espumante,Champagne Brut,Blend,França,12.0,70.31,11,cancelada
5951f582-be6a-4e23-b79d-6f070c90e2d6,2024-03-29,1d432dc1-55f5-41a5-b0b4-c39d41ddac3e,Marcelo da Mata,da-costamaria-helena@example.org,Peixoto,AC,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,72.94,6,cancelada
d487e316-0364-451c-9780-b7dcfa93638d,2023-07-28,a6124176-1abb-4c3e-bb52-ceb465c6e3a8,Enzo Gabriel Barros,alexia26@example.net,da Rosa,ES,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,42.99,11,concluída
60cfead0-a84c-420c-b72d-3c4f0a306ddd,2025-06-25,bea3679f-46be-4dcf-b9ec-cb8fad0f2794,André Andrade,melissacardoso@example.org,Oliveira dos Dourados,RS,Espumante,Cava Brut,Macabeo,Espanha,11.5,209.87,12,pendente
cf9e455f-ccc4-456a-b6cc-3d7777871005,2025-07-03,f7980075-22df-4170-9bc3-249e3811ac56,Isabel Araújo,erickda-mata@example.com,Duarte,AC,Branco,Riesling Classic,Riesling,Alemanha,11.5,96.17,10,pendente
3f3db147-2c72-4743-807f-5116320f9862,2023-10-22,f09f1ee6-54f5-4b5e-aae4-3e5a5af95ddd,Mateus Abreu,monteiromilena@example.com,Martins,PE,Rosé,Rosé Provence,Blend,França,12.5,87.12,4,cancelada
d0b1fae0-4ce4-458b-acd7-c21ad17ba565,2023-02-26,d4ad3b51-3b1a-47b7-a7f0-efb80a236e8c,Olívia Moreira,almeidaana-luiza@example.com,Moura da Serra,RO,Espumante,Cava Brut,Macabeo,Espanha,11.5,109.86,9,cancelada
d63d5c47-8fb0-4350-8cec-8aa8fe03129b,2024-03-22,30d8511c-0482-4b8a-bb67-a5613508f787,Igor Casa Grande,lara19@example.net,Fonseca,SP,Tinto,Cabernet Sauvignon,Cabernet Sauvignon,Chile,13.5,69.15,12,concluída
e81b4e17-b99b-4cb2-9f80-f4cb87010390,2025-11-10,359e3b80-4e05-4425-8b90-ef85ad3c14de,Davi Lucca Leão,guilhermemoura@example.com,Cirino,RO,Rosé,Rosé Summer,Grenache,Espanha,12.0,35.13,8,cancelada
b8a8d81a-3250-4b15-9e84-cb04faf27edf,2024-10-16,16d24a51-2c76-435c-8b2b-3d6f2519dbee,Eloá Azevedo,vmachado@example.com,Novais de Minas,PI,Branco,Riesling Classic,Riesling,Alemanha,11.5,44.8,6,cancelada
719c73bc-75d1-4aed-b872-635ba59175e4,2023-02-18,3417d4f8-00fa-4f5d-8ffc-45952fe65cf9,Maitê Sousa,isabel55@example.org,Rezende,TO,Rosé,Rosé Provence,Blend,França,12.5,50.01,5,cancelada
4d8d8e12-2488-41cd-a6a0-52185cea93f1,2023-12-04,641d96fc-c216-45ce-8e2e-84927f8c5d3e,Larissa Viana,vargasana-julia@example.com,Duarte,MA,Rosé,Rosé Provence,Blend,França,12.5,98.37,7,concluída
3810c8b7-21ec-44f5-97b7-efc071da89fe,2025-08-26,7db3749a-a11a-4506-92af-89629eb5acab,Dr. Felipe Pereira,tsantos@example.com,Sales da Praia,PE,Tinto,Malbec Premium,Malbec,Argentina,14.2,63.42,8,pendente
028f58cb-2024-4d65-888f-d556b2971e87,2023-08-31,daa86363-ae58-4f79-aebc-2bb95419196a,Ravy Farias,maria-lizmontenegro@example.com,Silva,MT,Tinto,Merlot Reserva,Merlot,França,13.0,145.88,1,pendente
06ce758c-0cee-4e80-b61d-d8dea833033d,2023-07-27,836788e1-eab0-474e-b2c3-08dbe5512295,Augusto Camargo,wcavalcante@example.org,Pacheco,SC,Rosé,Rosé Provence,Blend,França,12.5,91.56,3,cancelada
7f7f8dea-90c2-40b5-a953-07e9d4bf8646,2025-07-28,d61b195e-cf06-413c-b376-37e47b0cc0f5,Luan Machado,nribeiro@example.com,Cardoso Grande,SE,Espumante,Cava Brut,Macabeo,Espanha,11.5,74.0,8,concluída
1b4b4fba-48be-4883-b5f5-28bdd05e8699,2024-08-15,746ab4ed-90f6-4ead-a60b-0d4e507074d5,Vitor Freitas,nda-mata@example.com,Cavalcante,ES,Tinto,Cabernet Sauvignon,Cabernet Sauvignon,Chile,13.5,133.6,11,cancelada
48a36810-5124-4499-ade7-05259465a47c,2025-08-18,ffbce826-60e7-4a66-9afe-50efa9167c36,Maria Clara Viana,maria-fernanda94@example.com,Fonseca de Minas,RS,Espumante,Cava Brut,Macabeo,Espanha,11.5,185.32,9,cancelada
b9c6437d-9add-4d6d-92fd-4eab3982f6e3,2023-08-18,aef64de3-d7c2-4432-9cdf-fb291d928ede,Lucca Jesus,arthur34@example.org,Guerra,AP,Tinto,Malbec Premium,Malbec,Argentina,14.2,118.35,4,pendente
7da15fe3-a383-489f-b9d4-7a019e369265,2022-12-22,40886ced-b3e8-49ad-8b95-984d8e88f8ca,Jade da Mota,ana-beatriz07@example.net,Correia Grande,RR,Tinto,Merlot Reserva,Merlot,França,13.0,118.17,5,concluída
997bd7f6-e9a5-4330-b006-6c6a9bf95391,2025-04-08,a1419cf0-4c8a-4b33-9c3b-e9b55c5b3ddd,Sr. João Lucas Lima,jose-miguel84@example.com,Vasconcelos das Flores,PA,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,265.9,12,concluída
8d2ea41d-21ff-41ac-a29a-06929e4345b2,2024-10-06,575f0a9b-6a21-41af-baf7-2c6746fa0eca,Levi da Cunha,cardososofia@example.com,Sampaio,MA,Rosé,Rosé Summer,Grenache,Espanha,12.0,47.34,11,pendente
0af394fb-37c4-4e02-bd12-ca4852b0ee44,2023-07-05,3796f3da-b27b-448c-9142-cede6eb646c2,Sr. Oliver Aragão,jpereira@example.org,Fogaça do Oeste,MG,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,103.69,2,pendente
20f75dfe-97d8-40d1-a7a6-4a2fe6cb5d98,2025-06-01,1b0f129e-c84a-44a0-a501-062759d64afd,Aylla Ferreira,valentim14@example.org,Cassiano de Carvalho,PE,Rosé,Rosé Summer,Grenache,Espanha,12.0,83.22,8,cancelada
1a26d979-4fe8-42f8-9a22-799af93f78eb,2024-04-26,a75e977f-0c24-445c-b2b2-cf5832a226b6,Dr. Gustavo Siqueira,vpacheco@example.org,Campos,AL,Tinto,Syrah Signature,Syrah,Austrália,13.8,112.82,3,concluída
5062ce8d-2281-4610-ac4b-dcbb49211fd7,2024-09-15,9ec10b9f-416e-43b2-b1a7-768c1e402928,Manuella Pacheco,pintomarcos-vinicius@example.net,Ramos,SE,Rosé,Rosé Summer,Grenache,Espanha,12.0,34.01,12,pendente
1fcbd1a4-e99b-4c59-b962-63b710610c20,2023-08-11,13fd68ff-2fbd-49a5-b037-573817484df9,Mateus Pimenta,ninaviana@example.net,Ferreira da Praia,MT,Rosé,Rosé Provence,Blend,França,12.5,109.09,11,cancelada
873f631a-b74a-407d-9744-2b407a4f4393,2024-02-04,78a12704-ea2b-4dbe-bdde-db907698689c,Lucas Barros,manuellacardoso@example.net,Oliveira da Mata,RN,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,84.22,7,cancelada
b871fcec-38d2-4d86-b3db-10c2b062445b,2024-10-24,fec19f41-17e8-4077-ba97-461e8a3bcda5,Marcos Vinicius Aparecida,cfonseca@example.org,Costela,RR,Tinto,Malbec Premium,Malbec,Argentina,14.2,99.36,12,concluída
32af6eff-18ee-4f7d-ac38-0d90b1c63b09,2023-03-19,f63c7762-a37c-4883-bcc4-18a9aa1dbc71,Ana Luiza Pacheco,da-luzjosue@example.com,Viana dos Dourados,SE,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,85.55,4,concluída
a0a89915-ca09-480c-b754-b01d986fa25d,2025-03-28,1d199aba-cf0d-402c-b353-ff92460736de,Rafaela Castro,nunescamila@example.net,Cavalcante de Minas,PR,Espumante,Champagne Brut,Blend,França,12.0,155.33,2,cancelada
52b49bbe-d8e8-4d1e-9da8-903b4564ba04,2023-09-16,7652c493-21c7-48ef-b70c-0f81f137752c,Diego Borges,hrocha@example.org,da Rocha do Amparo,RS,Tinto,Syrah Signature,Syrah,Austrália,13.8,64.66,8,concluída
2fd75bcc-6e8a-41b8-b708-f84b137aec48,2023-07-12,4349eb99-9160-4ec8-b1d0-3c2c8f1f873b,Sr. Vitor Nogueira,ferreirajoao-lucas@example.net,da Conceição de Correia,TO,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,36.66,5,pendente
b251b640-c011-47b8-9756-0301cead210e,2023-06-04,185795d0-d6b6-4d90-af11-1b12fb325a87,Melina Cavalcante,alice80@example.com,Cassiano de Ferreira,DF,Branco,Riesling Classic,Riesling,Alemanha,11.5,69.66,3,pendente
66b7645a-da4c-4296-85fa-5210a87f6e05,2023-02-08,c77e706a-23d8-4040-a41a-953fd62275f6,Srta. Bella Rodrigues,theocaldeira@example.org,Campos de Cardoso,AP,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,40.64,9,pendente
72ffbbaa-4d51-4dc4-8300-bd3030df8e59,2023-08-19,f14b1ba1-9925-4c48-9711-8aa9b353c28d,Manuela Jesus,unovaes@example.net,da Paz de Minas,BA,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,79.34,2,concluída
708cb072-a992-42ca-a111-146205a373cb,2025-04-22,047d99c4-33b7-4a7d-90b0-829187705f5d,Laura Alves,da-pazarthur-gabriel@example.com,Rocha,PE,Rosé,Rosé Summer,Grenache,Espanha,12.0,33.34,5,cancelada
4dcbc886-5198-41dc-9d32-96d28ef2a20d,2023-07-27,ad48e653-b42d-4389-b9ec-5f725b6078e7,Kamilly Pires,rochatheo@example.net,Viana,SP,Rosé,Rosé Provence,Blend,França,12.5,107.32,10,pendente
062cf858-8f53-4989-98fc-ccb44cf749f8,2025-05-11,0c08651d-19a1-45aa-9005-2013ec97f333,Sra. Isis Vargas,maya31@example.org,Peixoto,PI,Rosé,Rosé Summer,Grenache,Espanha,12.0,52.36,2,cancelada
7e954e4c-5de9-4c39-91ce-6b69f41f6539,2024-08-07,a57be26e-a72a-48eb-9b88-6c61e912a096,Mathias Azevedo,arthur-gabriel81@example.com,Abreu,MT,Rosé,Rosé Provence,Blend,França,12.5,35.9,10,cancelada
a6801cca-c85a-475c-a666-d14cad12ebda,2023-02-15,622c1d2f-3187-49f7-9958-d331e2581fed,Sabrina Pimenta,xfonseca@example.com,Cavalcante do Campo,RN,Rosé,Rosé Provence,Blend,França,12.5,77.03,3,cancelada
7c9550b5-bb64-40b3-857f-0b7b30a79eaf,2023-05-08,95d78384-49c7-4f7f-afa6-f505e7431511,Ana Carolina Fernandes,rezendematteo@example.net,das Neves da Prata,RN,Rosé,Rosé Provence,Blend,França,12.5,95.61,11,pendente
ce448b5c-34ec-4e9c-a72a-95e4404a60c4,2024-09-10,d2e6172b-8cba-47a9-ad11-4d79ddd36dcd,Luana Rodrigues,qrezende@example.org,Porto,SC,Espumante,Champagne Brut,Blend,França,12.0,239.76,10,cancelada
2ecf2039-3e5c-4c50-903f-5901964ee5c9,2025-10-05,48a84839-d4a8-45fb-98e2-925ff953abdf,Laís Vasconcelos,ana-carolina17@example.org,Silva de Pastor,MS,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,96.21,11,pendente
0ce39154-c747-489f-b9eb-3eb7bf23c765,2024-04-10,0aad1717-9076-4903-adac-32c72e423dfe,Leandro Sampaio,leogarcia@example.net,Garcia das Pedras,AP,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,61.14,12,concluída
91f61376-83b4-4b36-aafc-426a4fe3c084,2025-09-04,eba066ae-b034-499e-bee4-4731447cebb4,Asafe Oliveira,aragaolavinia@example.com,Sá do Galho,RN,Rosé,Rosé Provence,Blend,França,12.5,49.76,6,concluída
978fa49c-c6c7-4d86-9a08-20b708bf5e4e,2024-08-03,f3cbeace-7ceb-43f0-8b9a-4e5a2b7fb60c,Lucas Fonseca,isis74@example.net,da Luz da Prata,GO,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,35.64,9,concluída
c46c437d-72de-4ccd-a83d-d75d3d24bbff,2024-07-20,135394c5-4c20-49be-8adb-431a8e0611ee,Vicente Martins,julianavasconcelos@example.net,Dias das Flores,PR,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,95.81,6,concluída
9d1ebabf-1917-41df-955d-7f21e4887783,2024-05-20,208d5f7b-4320-45a7-9c37-f4f9c2599876,Enrico Mendonça,laparecida@example.com,Gomes do Norte,RR,Tinto,Malbec Premium,Malbec,Argentina,14.2,125.88,1,pendente
a9f1a2a7-9bad-4d5a-b801-7d5064f6b450,2023-03-10,9e854e6c-dc3d-495f-92f9-018cf3c86e1b,Júlia Borges,ysilveira@example.net,das Neves,PA,Rosé,Rosé Summer,Grenache,Espanha,12.0,98.01,1,concluída
ca7d6751-4e2b-4884-a820-7d41c1d7cc6e,2025-06-18,14e44a5b-eee6-4938-9ab6-f9b555a55005,Felipe Pires,pietrorodrigues@example.net,Fogaça,AL,Espumante,Cava Brut,Macabeo,Espanha,11.5,56.89,6,cancelada
f19026d6-f6a8-4178-817e-d65004796ba3,2023-02-19,abc3aebf-02e5-436a-8ffc-db8cce9a6257,Maysa Oliveira,caldeiraclarice@example.com,Câmara Verde,PR,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,80.42,11,cancelada
06bd8257-72cf-4cd1-8a43-b451e20b7648,2023-11-09,0a13aa22-49ae-4bcb-a1c8-35c50e58d469,Mirella Gonçalves,gael79@example.org,Viana,PB,Rosé,Rosé Provence,Blend,França,12.5,54.03,11,concluída
3ee24158-6b7b-4e7d-b8de-9c12179d82b8,2025-09-14,c00afbcf-d7a3-41fa-a3cc-18227cd49f6e,Sr. Leonardo Novaes,carvalhomatheus@example.net,da Conceição,SC,Espumante,Cava Brut,Macabeo,Espanha,11.5,212.64,4,concluída
a38c2d58-1b9a-48eb-8391-aa48b5e8aa7c,2025-01-25,011a03ad-a196-4b3b-9c07-ca212fe64e77,Bento Souza,cavalcantieduarda@example.com,Santos da Serra,MS,Branco,Sauvignon Blanc Fresh,Sauvignon Blanc,Nova Zelândia,12.0,79.72,1,cancelada
f0d8aa08-4d56-4e0c-b30a-af26e679674c,2023-04-26,7813a46b-7327-4c22-ab55-0c46d677c022,Danilo Moura,brayanpinto@example.com,Mendonça dos Dourados,MS,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,199.66,6,concluída
3873d3a7-bbb0-41d7-833b-1632bed5278c,2025-10-12,8218f81a-3073-4392-bca3-9edb3f59e3b9,Levi Cunha,alice20@example.org,Gomes,BA,Tinto,Syrah Signature,Syrah,Austrália,13.8,143.32,8,concluída
07c6830a-aa47-40c7-a76c-f54e7a40013b,2023-10-13,ff367dbf-7c93-4c33-a17d-20d4c149b55d,Pedro Miguel Costa,joana24@example.net,Camargo da Serra,MT,Tinto,Malbec Premium,Malbec,Argentina,14.2,91.3,5,cancelada
1f847100-1760-4d77-868f-987551b17303,2024-07-21,e3220672-a547-4eaf-bd40-43a1951c0f35,Isabelly Santos,nunespietra@example.org,Fernandes de Nunes,MT,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,181.85,7,concluída
000293c4-9d70-4679-880f-1ca0181848d1,2023-03-25,87eeac5f-6dce-4858-815d-87fac83ffcc2,Dra. Isabella Rodrigues,vicentemonteiro@example.com,Fernandes,MS,Rosé,Rosé Summer,Grenache,Espanha,12.0,39.37,5,concluída
ba322dd9-8d26-4fcc-90b6-322a7e8a153b,2024-09-09,8bcaf66f-ad18-4e44-93bd-53864afa3f46,Caio Fernandes,auroracassiano@example.com,Borges do Oeste,ES,Espumante,Champagne Brut,Blend,França,12.0,192.85,11,cancelada
114d5a96-f8f6-4d31-9c25-d0ec3ee51522,2023-11-25,ebfb7f75-9f3a-4aed-b24c-02c30c853da7,Dom Novaes,luiza43@example.org,Rezende do Galho,RS,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,132.82,10,concluída
41b2d5f8-4fb3-44e2-acb0-2527cab68840,2023-02-13,2a595aa5-8618-49bf-b196-8f5d59c8f9ce,Sra. Beatriz Cassiano,antoniomontenegro@example.com,Sampaio,AM,Tinto,Merlot Reserva,Merlot,França,13.0,56.67,3,pendente
71b1cfcd-81b1-4093-b89c-b9e0d28f0835,2024-04-04,9ef4e78d-d37a-4406-ada8-0113b180c4b5,Sabrina Almeida,teixeiraisabella@example.net,Carvalho,DF,Rosé,Rosé Provence,Blend,França,12.5,66.7,8,pendente
858b849d-e583-4f94-8301-b2d9189a551c,2023-11-11,ae393538-0464-424e-80a3-ed3b4913ef9e,Davi Sales,ymarques@example.org,Rezende,BA,Tinto,Merlot Reserva,Merlot,França,13.0,64.4,1,concluída
1e00ab94-632f-4d29-9b4f-2d5724830eb1,2024-03-09,a6a99655-f625-459e-85bf-9671e8208012,Laura Sousa,pmonteiro@example.org,Pereira,PI,Espumante,Champagne Brut,Blend,França,12.0,136.79,3,pendente
ebf83516-c2cf-4bdb-a473-e2e777da1357,2023-10-24,4180d0de-add6-4e30-8d9e-bcb586a07532,Kaique da Paz,da-matakaique@example.net,Silveira,AM,Branco,Riesling Classic,Riesling,Alemanha,11.5,89.15,4,pendente
4e1f1bfa-df3f-4d1d-a3fb-0f048d959aa6,2024-12-09,5a859466-372e-420d-8a11-970f1892d228,Henrique Nogueira,ana-liz60@example.org,Nascimento da Prata,AM,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,73.61,8,concluída
aee50b3b-f53f-43e2-8a36-538a6c9b15de,2023-07-31,2e13b0fc-5c71-482c-bfb1-04a3cdc58d0b,Thomas da Rocha,luigialves@example.org,Gomes,SP,Tinto,Syrah Signature,Syrah,Austrália,13.8,43.5,2,concluída
87fecf0f-2748-44f7-88e9-2f25699bfd5e,2024-06-29,ef2f6ece-f558-455d-9e5f-d1bbeba5ed39,Kamilly Pereira,souzagael-henrique@example.com,Ramos Paulista,PI,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,116.59,1,cancelada
46a887ec-7f46-4344-8c4a-6dc2770a6da0,2025-06-07,a5e3c63c-fd72-4862-a421-f24500a2f185,Hadassa Vasconcelos,fonsecamaria-alice@example.org,da Luz do Amparo,RJ,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,91.56,4,cancelada
481a7117-e1d9-48d4-b9f4-7daee29a0a5c,2025-05-19,5a796711-6170-4429-ac97-943b07fb1098,Lucca Araújo,bento97@example.net,Novaes,PR,Rosé,Rosé Provence,Blend,França,12.5,83.95,6,pendente
e5c3d266-be93-4e9a-a662-0ae3246c45e1,2025-06-20,0394c0d2-710f-405b-bc2f-fc8e4aae8261,Benício Marques,dantecassiano@example.com,Silveira da Serra,MA,Espumante,Prosecco Extra Dry,Glera,Itália,11.0,159.98,5,concluída
5cdc69af-98ea-4980-bc86-3b958f087f7c,2025-04-05,4a197301-da38-4990-8ed9-00605dd01118,Dom Leão,freitastheodoro@example.net,Silveira,PR,Rosé,Rosé Summer,Grenache,Espanha,12.0,98.51,3,pendente
6fdf4147-3cee-4863-a853-1f0b0623f9a3,2024-03-19,d2bdfb40-5155-47a1-9d85-dbbd3e08d61a,Yago das Neves,wmendes@example.com,Porto do Sul,PI,Rosé,Rosé Summer,Grenache,Espanha,12.0,44.59,7,pendente
1239f62e-4868-43b5-b0fe-d637784d67b1,2024-06-14,e01f3739-1b7b-4403-97ea-59d027b4f5cb,Sr. Augusto Duarte,ana-liviavasconcelos@example.net,Cavalcanti do Campo,RS,Espumante,Champagne Brut,Blend,França,12.0,175.54,6,pendente
99c45a66-60ae-40fd-bda1-82256dc5380e,2025-08-27,6b8f6f29-53be-4144-ae44-c6ae09194da1,Bento Gomes,nmelo@example.net,Borges de Goiás,TO,Tinto,Cabernet Sauvignon,Cabernet Sauvignon,Chile,13.5,139.96,11,cancelada
595e70cb-40b2-41dc-8c38-65177f782773,2023-04-10,833fa088-89ec-40db-a5c1-5c887b2fd968,Arthur Cirino,lorenzopinto@example.org,Nogueira,MS,Branco,Chardonnay Gold,Chardonnay,EUA,12.5,69.82,7,cancelada
0cee7866-0f02-41ca-847a-6e39159e78e3,2023-04-25,054b1c04-e758-4a68-a491-deb6ce94d445,Rafaela Machado,gabrielda-mata@example.net,Silva,PB,Espumante,Champagne Brut,Blend,França,12.0,238.71,5,concluída
19f7a044-5dc0-410e-8563-928fff59c2b3,2023-10-07,8c33ee1e-af50-4ecd-84d1-625216c8887b,Luara Rodrigues,camargoluisa@example.net,Cassiano do Campo,PB,Tinto,Syrah Signature,Syrah,Austrália,13.8,77.28,3,pendente
